interaction_id,date,agent,channel,country,contact_reason,resolution,aht_seconds,csat,satisfaction,week,csat_positive,dsat
INT-0857,2026-08-15,Agent 005,Email,Spain,Order Status,Not Resolved,307,3,Neutral,33,0,0
INT-0897,2026-08-15,Agent 018,Chat,Spain,Missing Items,Resolved,607,4,Satisfied,33,1,0
INT-0178,2026-08-16,Agent 003,Chat,Spain,Delivery Instructions,Not Resolved,410,1,Dissatisfied,33,0,1
INT-0670,2026-08-16,Agent 006,Chat,Spain,Delivery Instructions,Resolved,424,4,Satisfied,33,1,0
INT-0678,2026-08-16,Agent 006,Chat,Spain,Wrong Order,Resolved,481,2,Dissatisfied,33,0,1
INT-0672,2026-08-16,Agent 014,Chat,Spain,Account Issue,Not Resolved,121,5,Satisfied,33,1,0
INT-0257,2026-08-16,Agent 009,Call,Spain,Order Status,Resolved,333,4,Satisfied,33,1,0
INT-0028,2026-08-16,Agent 004,Chat,Spain,Account Issue,Partially Resolved,579,3,Neutral,33,0,0
INT-0225,2026-08-16,Agent 006,Call,Spain,Promotion Issue,Resolved,482,4,Satisfied,33,1,0
INT-0680,2026-08-16,Agent 006,Chat,Italy,Missing Items,Resolved,462,4,Satisfied,33,1,0
INT-0722,2026-08-16,Agent 019,Email,Spain,Order Status,Partially Resolved,255,3,Neutral,33,0,0
INT-0355,2026-08-16,Agent 017,Call,Spain,Account Issue,Resolved,538,5,Satisfied,33,1,0
INT-0866,2026-08-16,Agent 004,Chat,Portugal,Order Status,Resolved,341,4,Satisfied,33,1,0
INT-0131,2026-08-16,Agent 013,Chat,Spain,Order Status,Resolved,321,3,Neutral,33,0,0
INT-0081,2026-08-16,Agent 011,Call,Spain,Delivery Instructions,Resolved,473,3,Neutral,33,0,0
INT-0749,2026-08-16,Agent 004,Chat,Portugal,Late Delivery,Resolved,505,4,Satisfied,33,1,0
INT-0660,2026-08-16,Agent 007,Chat,Spain,Order Status,Not Resolved,260,3,Neutral,33,0,0
INT-0151,2026-08-16,Agent 006,Chat,Spain,Refund Request,Not Resolved,293,1,Dissatisfied,33,0,1
INT-0421,2026-08-16,Agent 012,Email,Spain,Refund Request,Not Resolved,439,1,Dissatisfied,33,0,1
INT-0786,2026-08-16,Agent 001,Call,Italy,Late Delivery,Resolved,608,3,Neutral,33,0,0
INT-0324,2026-08-16,Agent 013,Chat,Spain,Late Delivery,Resolved,518,5,Satisfied,33,1,0
INT-0807,2026-08-17,Agent 002,Chat,Spain,Payment Issue,Resolved,441,4,Satisfied,34,1,0
INT-0209,2026-08-17,Agent 004,Chat,Spain,Wrong Order,Resolved,663,4,Satisfied,34,1,0
INT-0046,2026-08-17,Agent 007,Chat,Spain,Missing Items,Not Resolved,689,4,Satisfied,34,1,0
INT-0404,2026-08-17,Agent 005,Call,Spain,Order Status,Resolved,461,5,Satisfied,34,1,0
INT-0949,2026-08-17,Agent 002,Call,Italy,Promotion Issue,Resolved,654,5,Satisfied,34,1,0
INT-0966,2026-08-17,Agent 004,Chat,Spain,Late Delivery,Resolved,593,4,Satisfied,34,1,0
INT-0824,2026-08-17,Agent 017,Chat,Spain,Missing Items,Partially Resolved,495,3,Neutral,34,0,0
INT-0035,2026-08-17,Agent 013,Call,Portugal,Order Status,Resolved,346,4,Satisfied,34,1,0
INT-0288,2026-08-17,Agent 017,Chat,Spain,Order Status,Resolved,501,5,Satisfied,34,1,0
INT-0015,2026-08-17,Agent 020,Email,Portugal,Order Status,Resolved,335,4,Satisfied,34,1,0
INT-0851,2026-08-17,Agent 012,Email,Portugal,Missing Items,Resolved,411,4,Satisfied,34,1,0
INT-0717,2026-08-17,Agent 003,Email,Portugal,Order Status,Resolved,386,4,Satisfied,34,1,0
INT-0120,2026-08-17,Agent 018,Call,Spain,Order Status,Resolved,439,4,Satisfied,34,1,0
INT-0992,2026-08-17,Agent 016,Chat,Portugal,Order Status,Not Resolved,372,2,Dissatisfied,34,0,1
INT-0126,2026-08-17,Agent 003,Chat,Spain,Account Issue,Resolved,503,4,Satisfied,34,1,0
INT-0985,2026-08-17,Agent 016,Chat,Portugal,Missing Items,Resolved,587,4,Satisfied,34,1,0
INT-0968,2026-08-17,Agent 012,Call,Spain,Promotion Issue,Resolved,408,4,Satisfied,34,1,0
INT-0329,2026-08-17,Agent 008,Email,Spain,Account Issue,Resolved,279,4,Satisfied,34,1,0
INT-0309,2026-08-17,Agent 008,Chat,Spain,Wrong Order,Resolved,579,4,Satisfied,34,1,0
INT-0545,2026-08-17,Agent 016,Chat,Spain,Wrong Order,Resolved,466,4,Satisfied,34,1,0
INT-0174,2026-08-17,Agent 013,Chat,Spain,Missing Items,Resolved,518,4,Satisfied,34,1,0
INT-0554,2026-08-17,Agent 015,Chat,Spain,Payment Issue,Resolved,649,4,Satisfied,34,1,0
INT-0185,2026-08-17,Agent 016,Call,Spain,Order Status,Resolved,423,4,Satisfied,34,1,0
INT-0772,2026-08-17,Agent 004,Chat,Spain,Missing Items,Resolved,392,4,Satisfied,34,1,0
INT-0671,2026-08-17,Agent 009,Chat,Spain,Order Status,Resolved,321,5,Satisfied,34,1,0
INT-0979,2026-08-18,Agent 011,Chat,Spain,Account Issue,Not Resolved,597,3,Neutral,34,0,0
INT-0395,2026-08-18,Agent 003,Chat,Spain,Delivery Instructions,Resolved,442,5,Satisfied,34,1,0
INT-0971,2026-08-18,Agent 002,Email,Spain,Missing Items,Resolved,259,3,Neutral,34,0,0
INT-0018,2026-08-18,Agent 001,Call,Spain,Delivery Instructions,Resolved,464,4,Satisfied,34,1,0
INT-0217,2026-08-18,Agent 010,Call,Spain,Account Issue,Resolved,562,5,Satisfied,34,1,0
INT-0417,2026-08-18,Agent 010,Chat,Spain,Delivery Instructions,Partially Resolved,594,4,Satisfied,34,1,0
INT-0293,2026-08-18,Agent 011,Chat,Spain,Promotion Issue,Not Resolved,448,2,Dissatisfied,34,0,1
INT-0095,2026-08-18,Agent 009,Call,Spain,Payment Issue,Not Resolved,796,2,Dissatisfied,34,0,1
INT-0433,2026-08-18,Agent 005,Chat,Italy,Missing Items,Resolved,418,3,Neutral,34,0,0
INT-0608,2026-08-18,Agent 003,Call,Italy,Refund Request,Resolved,726,5,Satisfied,34,1,0
INT-0002,2026-08-18,Agent 013,Chat,Portugal,Late Delivery,Resolved,393,5,Satisfied,34,1,0
INT-0750,2026-08-18,Agent 003,Chat,Portugal,Promotion Issue,Resolved,211,3,Neutral,34,0,0
INT-0229,2026-08-18,Agent 016,Chat,Portugal,Promotion Issue,Resolved,532,4,Satisfied,34,1,0
INT-0661,2026-08-19,Agent 018,Call,Italy,Late Delivery,Resolved,577,4,Satisfied,34,1,0
INT-0085,2026-08-19,Agent 013,Chat,Spain,Order Status,Resolved,279,3,Neutral,34,0,0
INT-0569,2026-08-19,Agent 004,Chat,Spain,Late Delivery,Resolved,440,2,Dissatisfied,34,0,1
INT-0588,2026-08-19,Agent 001,Call,Spain,Late Delivery,Resolved,553,3,Neutral,34,0,0
INT-0493,2026-08-19,Agent 012,Chat,Spain,Refund Request,Resolved,352,3,Neutral,34,0,0
INT-0692,2026-08-19,Agent 005,Call,Spain,Refund Request,Resolved,603,5,Satisfied,34,1,0
INT-0707,2026-08-19,Agent 004,Email,Spain,Late Delivery,Resolved,401,4,Satisfied,34,1,0
INT-0495,2026-08-19,Agent 005,Call,Spain,Missing Items,Resolved,410,5,Satisfied,34,1,0
INT-0702,2026-08-19,Agent 014,Chat,Spain,Promotion Issue,Resolved,535,4,Satisfied,34,1,0
INT-0349,2026-08-19,Agent 013,Call,Spain,Order Cancellation,Resolved,686,3,Neutral,34,0,0
INT-0629,2026-08-19,Agent 019,Chat,Portugal,Refund Request,Resolved,475,5,Satisfied,34,1,0
INT-0991,2026-08-19,Agent 002,Call,Spain,Refund Request,Resolved,630,3,Neutral,34,0,0
INT-0021,2026-08-20,Agent 006,Chat,Spain,Wrong Order,Resolved,629,2,Dissatisfied,34,0,1
INT-0980,2026-08-20,Agent 020,Chat,Spain,Refund Request,Partially Resolved,724,4,Satisfied,34,1,0
INT-0785,2026-08-20,Agent 011,Chat,Spain,Account Issue,Resolved,530,5,Satisfied,34,1,0
INT-0490,2026-08-20,Agent 012,Call,Spain,Missing Items,Partially Resolved,558,2,Dissatisfied,34,0,1
INT-0771,2026-08-20,Agent 014,Email,Spain,Late Delivery,Resolved,550,5,Satisfied,34,1,0
INT-0821,2026-08-20,Agent 018,Chat,Portugal,Promotion Issue,Resolved,279,3,Neutral,34,0,0
INT-0204,2026-08-20,Agent 005,Chat,Spain,Delivery Instructions,Resolved,479,5,Satisfied,34,1,0
INT-0996,2026-08-20,Agent 007,Chat,Spain,Order Status,Not Resolved,333,1,Dissatisfied,34,0,1
INT-0474,2026-08-20,Agent 006,Chat,Spain,Refund Request,Resolved,484,4,Satisfied,34,1,0
INT-0300,2026-08-21,Agent 011,Email,Spain,Missing Items,Resolved,631,4,Satisfied,34,1,0
INT-0552,2026-08-21,Agent 019,Email,Spain,Wrong Order,Not Resolved,559,1,Dissatisfied,34,0,1
INT-0042,2026-08-21,Agent 017,Call,Italy,Order Status,Not Resolved,440,1,Dissatisfied,34,0,1
INT-0078,2026-08-21,Agent 016,Chat,Spain,Promotion Issue,Resolved,607,5,Satisfied,34,1,0
INT-0374,2026-08-21,Agent 018,Chat,Spain,Payment Issue,Resolved,925,5,Satisfied,34,1,0
INT-0752,2026-08-21,Agent 002,Call,Spain,Missing Items,Resolved,454,4,Satisfied,34,1,0
INT-0747,2026-08-21,Agent 008,Call,Spain,Refund Request,Resolved,608,4,Satisfied,34,1,0
INT-0945,2026-08-21,Agent 017,Chat,Spain,Late Delivery,Partially Resolved,363,3,Neutral,34,0,0
INT-0031,2026-08-21,Agent 003,Chat,Spain,Order Cancellation,Resolved,439,3,Neutral,34,0,0
INT-0995,2026-08-21,Agent 020,Email,Spain,Order Status,Resolved,297,4,Satisfied,34,1,0
INT-0140,2026-08-21,Agent 019,Call,Spain,Promotion Issue,Resolved,138,4,Satisfied,34,1,0
INT-0407,2026-08-21,Agent 003,Chat,Spain,Payment Issue,Resolved,674,4,Satisfied,34,1,0
INT-0650,2026-08-21,Agent 010,Call,Spain,Payment Issue,Partially Resolved,727,4,Satisfied,34,1,0
INT-0885,2026-08-21,Agent 014,Chat,Portugal,Late Delivery,Resolved,365,5,Satisfied,34,1,0
INT-0560,2026-08-21,Agent 004,Chat,Italy,Order Status,Resolved,413,3,Neutral,34,0,0
INT-0989,2026-08-22,Agent 020,Chat,Spain,Delivery Instructions,Resolved,471,5,Satisfied,34,1,0
INT-0080,2026-08-22,Agent 017,Call,Spain,Wrong Order,Resolved,262,2,Dissatisfied,34,0,1
INT-0318,2026-08-22,Agent 007,Email,Spain,Order Status,Partially Resolved,172,3,Neutral,34,0,0
INT-0761,2026-08-22,Agent 003,Chat,Italy,Payment Issue,Resolved,497,3,Neutral,34,0,0
INT-0344,2026-08-22,Agent 019,Chat,Spain,Wrong Order,Resolved,729,3,Neutral,34,0,0
INT-0356,2026-08-22,Agent 002,Call,Italy,Order Status,Partially Resolved,493,3,Neutral,34,0,0
INT-0426,2026-08-22,Agent 020,Chat,Spain,Order Cancellation,Resolved,317,3,Neutral,34,0,0
INT-0875,2026-08-22,Agent 014,Chat,Spain,Missing Items,Resolved,323,4,Satisfied,34,1,0
INT-0169,2026-08-22,Agent 003,Chat,Spain,Order Status,Resolved,452,5,Satisfied,34,1,0
INT-0547,2026-08-22,Agent 008,Chat,Spain,Refund Request,Resolved,737,4,Satisfied,34,1,0
INT-0819,2026-08-22,Agent 005,Chat,Spain,Delivery Instructions,Partially Resolved,132,3,Neutral,34,0,0
INT-0567,2026-08-22,Agent 007,Email,Spain,Promotion Issue,Resolved,321,5,Satisfied,34,1,0
INT-0965,2026-08-22,Agent 008,Chat,Italy,Order Cancellation,Resolved,437,3,Neutral,34,0,0
INT-0289,2026-08-22,Agent 009,Call,Spain,Order Cancellation,Resolved,511,3,Neutral,34,0,0
INT-0455,2026-08-22,Agent 009,Email,Spain,Missing Items,Resolved,361,5,Satisfied,34,1,0
INT-0831,2026-08-22,Agent 012,Chat,Spain,Late Delivery,Resolved,499,5,Satisfied,34,1,0
INT-0791,2026-08-22,Agent 007,Chat,Spain,Late Delivery,Resolved,560,3,Neutral,34,0,0
INT-0055,2026-08-22,Agent 020,Chat,Spain,Late Delivery,Not Resolved,501,3,Neutral,34,0,0
INT-0836,2026-08-22,Agent 012,Chat,Spain,Refund Request,Resolved,670,5,Satisfied,34,1,0
INT-0469,2026-08-23,Agent 020,Chat,Spain,Wrong Order,Resolved,485,4,Satisfied,34,1,0
INT-0729,2026-08-23,Agent 005,Chat,Portugal,Refund Request,Resolved,879,4,Satisfied,34,1,0
INT-0471,2026-08-23,Agent 003,Call,Spain,Order Cancellation,Resolved,653,3,Neutral,34,0,0
INT-0815,2026-08-23,Agent 016,Email,Italy,Delivery Instructions,Resolved,357,4,Satisfied,34,1,0
INT-0094,2026-08-23,Agent 004,Call,Spain,Refund Request,Resolved,656,4,Satisfied,34,1,0
INT-0657,2026-08-23,Agent 007,Call,Spain,Delivery Instructions,Resolved,279,5,Satisfied,34,1,0
INT-0011,2026-08-23,Agent 006,Chat,Spain,Refund Request,Resolved,422,3,Neutral,34,0,0
INT-0107,2026-08-23,Agent 014,Chat,Spain,Late Delivery,Resolved,641,3,Neutral,34,0,0
INT-0532,2026-08-23,Agent 018,Chat,Spain,Late Delivery,Resolved,739,4,Satisfied,34,1,0
INT-0529,2026-08-23,Agent 020,Call,Spain,Order Cancellation,Partially Resolved,515,3,Neutral,34,0,0
INT-0790,2026-08-23,Agent 004,Chat,Spain,Order Status,Resolved,262,4,Satisfied,34,1,0
INT-0153,2026-08-23,Agent 011,Chat,Spain,Delivery Instructions,Partially Resolved,516,2,Dissatisfied,34,0,1
INT-0612,2026-08-24,Agent 016,Chat,Spain,Order Cancellation,Resolved,438,4,Satisfied,35,1,0
INT-0484,2026-08-24,Agent 011,Call,Spain,Account Issue,Resolved,390,4,Satisfied,35,1,0
INT-0820,2026-08-24,Agent 002,Chat,Italy,Refund Request,Resolved,710,2,Dissatisfied,35,0,1
INT-0357,2026-08-24,Agent 003,Chat,Spain,Account Issue,Resolved,419,4,Satisfied,35,1,0
INT-0294,2026-08-24,Agent 011,Email,Portugal,Wrong Order,Not Resolved,486,2,Dissatisfied,35,0,1
INT-0592,2026-08-24,Agent 020,Chat,Spain,Refund Request,Resolved,595,5,Satisfied,35,1,0
INT-0741,2026-08-24,Agent 002,Chat,Spain,Order Status,Resolved,456,4,Satisfied,35,1,0
INT-0401,2026-08-24,Agent 020,Email,Italy,Wrong Order,Resolved,524,5,Satisfied,35,1,0
INT-0952,2026-08-24,Agent 007,Call,Spain,Order Cancellation,Resolved,640,5,Satisfied,35,1,0
INT-0521,2026-08-24,Agent 008,Chat,Spain,Payment Issue,Resolved,601,4,Satisfied,35,1,0
INT-0138,2026-08-24,Agent 001,Chat,Spain,Promotion Issue,Resolved,516,4,Satisfied,35,1,0
INT-0335,2026-08-24,Agent 010,Chat,Spain,Late Delivery,Resolved,445,3,Neutral,35,0,0
INT-0007,2026-08-25,Agent 006,Chat,Spain,Missing Items,Partially Resolved,433,3,Neutral,35,0,0
INT-0823,2026-08-25,Agent 009,Chat,Spain,Delivery Instructions,Resolved,470,4,Satisfied,35,1,0
INT-0614,2026-08-25,Agent 012,Chat,Spain,Late Delivery,Resolved,908,3,Neutral,35,0,0
INT-0432,2026-08-25,Agent 008,Call,Italy,Missing Items,Resolved,592,4,Satisfied,35,1,0
INT-0744,2026-08-25,Agent 006,Chat,Spain,Wrong Order,Resolved,541,4,Satisfied,35,1,0
INT-0315,2026-08-25,Agent 003,Call,Italy,Wrong Order,Not Resolved,758,3,Neutral,35,0,0
INT-0774,2026-08-25,Agent 004,Chat,Italy,Order Cancellation,Resolved,482,5,Satisfied,35,1,0
INT-0013,2026-08-25,Agent 011,Chat,Spain,Order Status,Resolved,252,4,Satisfied,35,1,0
INT-0476,2026-08-25,Agent 001,Call,Spain,Order Cancellation,Resolved,526,2,Dissatisfied,35,0,1
INT-0951,2026-08-25,Agent 010,Call,Spain,Refund Request,Resolved,454,3,Neutral,35,0,0
INT-0005,2026-08-26,Agent 008,Call,Spain,Order Status,Not Resolved,634,2,Dissatisfied,35,0,1
INT-0067,2026-08-26,Agent 010,Email,Spain,Delivery Instructions,Resolved,400,5,Satisfied,35,1,0
INT-0443,2026-08-26,Agent 007,Call,Spain,Order Status,Resolved,434,5,Satisfied,35,1,0
INT-0631,2026-08-26,Agent 010,Chat,Spain,Order Status,Not Resolved,362,1,Dissatisfied,35,0,1
INT-0920,2026-08-26,Agent 006,Call,Spain,Wrong Order,Not Resolved,815,2,Dissatisfied,35,0,1
INT-0187,2026-08-26,Agent 012,Chat,Spain,Account Issue,Resolved,412,5,Satisfied,35,1,0
INT-0180,2026-08-26,Agent 017,Chat,Spain,Order Status,Not Resolved,425,3,Neutral,35,0,0
INT-0515,2026-08-26,Agent 013,Call,Spain,Late Delivery,Partially Resolved,625,3,Neutral,35,0,0
INT-0308,2026-08-26,Agent 009,Chat,Spain,Payment Issue,Resolved,599,4,Satisfied,35,1,0
INT-0499,2026-08-26,Agent 013,Email,Spain,Missing Items,Not Resolved,596,2,Dissatisfied,35,0,1
INT-0597,2026-08-26,Agent 016,Call,Spain,Refund Request,Resolved,281,5,Satisfied,35,1,0
INT-0399,2026-08-26,Agent 004,Chat,Spain,Order Status,Partially Resolved,451,4,Satisfied,35,1,0
INT-0290,2026-08-26,Agent 006,Email,Portugal,Late Delivery,Resolved,448,4,Satisfied,35,1,0
INT-0691,2026-08-26,Agent 013,Chat,Spain,Delivery Instructions,Resolved,317,5,Satisfied,35,1,0
INT-0513,2026-08-26,Agent 013,Call,Spain,Refund Request,Resolved,476,4,Satisfied,35,1,0
INT-0901,2026-08-26,Agent 016,Email,Italy,Delivery Instructions,Resolved,243,5,Satisfied,35,1,0
INT-0777,2026-08-26,Agent 014,Call,Spain,Order Status,Not Resolved,343,4,Satisfied,35,1,0
INT-0295,2026-08-26,Agent 020,Chat,Spain,Wrong Order,Resolved,199,3,Neutral,35,0,0
INT-0270,2026-08-27,Agent 012,Call,Spain,Order Status,Resolved,382,5,Satisfied,35,1,0
INT-0522,2026-08-27,Agent 012,Chat,Spain,Refund Request,Partially Resolved,535,4,Satisfied,35,1,0
INT-0579,2026-08-27,Agent 010,Chat,Spain,Order Status,Resolved,327,4,Satisfied,35,1,0
INT-0121,2026-08-27,Agent 018,Chat,Italy,Missing Items,Resolved,371,5,Satisfied,35,1,0
INT-0190,2026-08-27,Agent 012,Email,Portugal,Order Cancellation,Partially Resolved,246,2,Dissatisfied,35,0,1
INT-0201,2026-08-27,Agent 016,Email,Spain,Late Delivery,Not Resolved,467,2,Dissatisfied,35,0,1
INT-0425,2026-08-27,Agent 017,Chat,Spain,Order Status,Resolved,380,4,Satisfied,35,1,0
INT-0674,2026-08-27,Agent 004,Chat,Spain,Order Status,Partially Resolved,201,3,Neutral,35,0,0
INT-0371,2026-08-27,Agent 017,Chat,Spain,Delivery Instructions,Resolved,483,4,Satisfied,35,1,0
INT-0205,2026-08-27,Agent 002,Email,Spain,Account Issue,Resolved,451,4,Satisfied,35,1,0
INT-0052,2026-08-27,Agent 016,Chat,Spain,Order Status,Resolved,492,5,Satisfied,35,1,0
INT-0301,2026-08-28,Agent 003,Chat,Spain,Delivery Instructions,Resolved,487,4,Satisfied,35,1,0
INT-0541,2026-08-28,Agent 012,Call,Spain,Order Status,Not Resolved,418,3,Neutral,35,0,0
INT-0679,2026-08-28,Agent 018,Email,Spain,Refund Request,Resolved,643,5,Satisfied,35,1,0
INT-0481,2026-08-28,Agent 019,Chat,Spain,Account Issue,Resolved,482,4,Satisfied,35,1,0
INT-0703,2026-08-28,Agent 005,Call,Portugal,Refund Request,Not Resolved,365,1,Dissatisfied,35,0,1
INT-0903,2026-08-28,Agent 018,Chat,Spain,Wrong Order,Resolved,590,4,Satisfied,35,1,0
INT-0553,2026-08-28,Agent 013,Call,Spain,Order Status,Resolved,390,5,Satisfied,35,1,0
INT-0710,2026-08-28,Agent 001,Chat,Spain,Delivery Instructions,Partially Resolved,371,3,Neutral,35,0,0
INT-0734,2026-08-28,Agent 001,Chat,Spain,Order Status,Resolved,265,5,Satisfied,35,1,0
INT-0353,2026-08-28,Agent 003,Chat,Spain,Refund Request,Resolved,530,5,Satisfied,35,1,0
INT-0006,2026-08-28,Agent 009,Chat,Portugal,Refund Request,Resolved,489,4,Satisfied,35,1,0
INT-0149,2026-08-28,Agent 018,Chat,Spain,Delivery Instructions,Resolved,297,4,Satisfied,35,1,0
INT-0888,2026-08-28,Agent 010,Email,Spain,Payment Issue,Resolved,522,5,Satisfied,35,1,0
INT-0894,2026-08-28,Agent 010,Call,Spain,Late Delivery,Not Resolved,477,3,Neutral,35,0,0
INT-0654,2026-08-28,Agent 018,Email,Spain,Account Issue,Resolved,368,3,Neutral,35,0,0
INT-0440,2026-08-28,Agent 020,Chat,Spain,Wrong Order,Resolved,461,4,Satisfied,35,1,0
INT-0627,2026-08-28,Agent 001,Chat,Spain,Missing Items,Partially Resolved,524,3,Neutral,35,0,0
INT-0291,2026-08-29,Agent 011,Email,Spain,Delivery Instructions,Resolved,567,4,Satisfied,35,1,0
INT-0330,2026-08-29,Agent 002,Call,Spain,Order Status,Not Resolved,221,3,Neutral,35,0,0
INT-0262,2026-08-29,Agent 004,Chat,Spain,Missing Items,Resolved,477,3,Neutral,35,0,0
INT-0709,2026-08-29,Agent 010,Chat,Spain,Missing Items,Resolved,364,4,Satisfied,35,1,0
INT-0850,2026-08-29,Agent 010,Chat,Spain,Delivery Instructions,Resolved,491,5,Satisfied,35,1,0
INT-0527,2026-08-29,Agent 020,Chat,Portugal,Missing Items,Partially Resolved,405,3,Neutral,35,0,0
INT-0715,2026-08-29,Agent 016,Chat,Spain,Delivery Instructions,Resolved,440,4,Satisfied,35,1,0
INT-0359,2026-08-29,Agent 019,Chat,Italy,Order Cancellation,Not Resolved,481,2,Dissatisfied,35,0,1
INT-0090,2026-08-29,Agent 001,Email,Spain,Late Delivery,Resolved,505,2,Dissatisfied,35,0,1
INT-0168,2026-08-29,Agent 003,Chat,Spain,Wrong Order,Resolved,284,4,Satisfied,35,1,0
INT-0077,2026-08-29,Agent 012,Chat,Portugal,Order Cancellation,Partially Resolved,397,4,Satisfied,35,1,0
INT-0071,2026-08-29,Agent 011,Chat,Portugal,Late Delivery,Resolved,357,5,Satisfied,35,1,0
INT-0830,2026-08-29,Agent 016,Call,Italy,Wrong Order,Resolved,524,1,Dissatisfied,35,0,1
INT-0976,2026-08-29,Agent 002,Chat,Spain,Wrong Order,Resolved,521,5,Satisfied,35,1,0
INT-0351,2026-08-29,Agent 012,Chat,Spain,Delivery Instructions,Partially Resolved,275,4,Satisfied,35,1,0
INT-0642,2026-08-29,Agent 016,Call,Portugal,Refund Request,Resolved,557,4,Satisfied,35,1,0
INT-0764,2026-08-29,Agent 004,Call,Spain,Refund Request,Resolved,852,4,Satisfied,35,1,0
INT-0194,2026-08-29,Agent 011,Chat,Spain,Delivery Instructions,Resolved,261,5,Satisfied,35,1,0
INT-0565,2026-08-29,Agent 014,Chat,Spain,Order Status,Resolved,291,4,Satisfied,35,1,0
INT-0731,2026-08-30,Agent 010,Call,Spain,Wrong Order,Resolved,626,2,Dissatisfied,35,0,1
INT-0602,2026-08-30,Agent 017,Chat,Spain,Order Status,Resolved,670,4,Satisfied,35,1,0
INT-0458,2026-08-30,Agent 014,Call,Spain,Late Delivery,Resolved,830,4,Satisfied,35,1,0
INT-0997,2026-08-30,Agent 018,Chat,Spain,Order Status,Resolved,529,3,Neutral,35,0,0
INT-0603,2026-08-30,Agent 004,Call,Portugal,Wrong Order,Partially Resolved,635,3,Neutral,35,0,0
INT-0098,2026-08-30,Agent 006,Chat,Italy,Payment Issue,Partially Resolved,340,2,Dissatisfied,35,0,1
INT-0685,2026-08-30,Agent 009,Call,Portugal,Delivery Instructions,Resolved,546,4,Satisfied,35,1,0
INT-0571,2026-08-30,Agent 004,Chat,Spain,Refund Request,Partially Resolved,742,2,Dissatisfied,35,0,1
INT-0117,2026-08-30,Agent 017,Chat,Spain,Refund Request,Resolved,426,4,Satisfied,35,1,0
INT-0456,2026-08-30,Agent 016,Chat,Spain,Order Status,Resolved,258,5,Satisfied,35,1,0
INT-0652,2026-08-30,Agent 015,Call,Spain,Account Issue,Resolved,478,5,Satisfied,35,1,0
INT-0667,2026-08-30,Agent 009,Chat,Spain,Payment Issue,Partially Resolved,546,3,Neutral,35,0,0
INT-0694,2026-08-31,Agent 006,Chat,Spain,Late Delivery,Resolved,700,2,Dissatisfied,36,0,1
INT-0907,2026-08-31,Agent 007,Email,Spain,Order Status,Resolved,255,5,Satisfied,36,1,0
INT-0916,2026-08-31,Agent 015,Chat,Spain,Refund Request,Resolved,850,3,Neutral,36,0,0
INT-0124,2026-08-31,Agent 008,Chat,Spain,Order Status,Resolved,525,5,Satisfied,36,1,0
INT-0877,2026-08-31,Agent 009,Email,Spain,Wrong Order,Resolved,526,5,Satisfied,36,1,0
INT-0358,2026-08-31,Agent 005,Call,Spain,Refund Request,Resolved,685,3,Neutral,36,0,0
INT-0564,2026-08-31,Agent 011,Chat,Spain,Order Status,Not Resolved,388,3,Neutral,36,0,0
INT-0199,2026-08-31,Agent 002,Email,Italy,Order Cancellation,Resolved,365,4,Satisfied,36,1,0
INT-0696,2026-08-31,Agent 012,Chat,Portugal,Wrong Order,Partially Resolved,614,2,Dissatisfied,36,0,1
INT-0947,2026-08-31,Agent 018,Chat,Spain,Order Cancellation,Resolved,412,3,Neutral,36,0,0
INT-0617,2026-08-31,Agent 016,Chat,Portugal,Order Status,Partially Resolved,283,3,Neutral,36,0,0
INT-0509,2026-08-31,Agent 008,Chat,Spain,Late Delivery,Not Resolved,665,1,Dissatisfied,36,0,1
INT-0804,2026-08-31,Agent 014,Chat,Spain,Payment Issue,Resolved,556,3,Neutral,36,0,0
INT-0698,2026-08-31,Agent 008,Call,Spain,Payment Issue,Not Resolved,821,2,Dissatisfied,36,0,1
INT-0327,2026-08-31,Agent 019,Call,Portugal,Order Status,Resolved,335,5,Satisfied,36,1,0
INT-0320,2026-08-31,Agent 016,Call,Spain,Refund Request,Resolved,673,3,Neutral,36,0,0
INT-0643,2026-08-31,Agent 012,Chat,Portugal,Missing Items,Resolved,335,3,Neutral,36,0,0
INT-0233,2026-08-31,Agent 015,Chat,Portugal,Promotion Issue,Not Resolved,486,3,Neutral,36,0,0
